Date,Open,High,Low,Close,Adj Close,Volume
1988-07-01,91.017998,91.017998,91.017998,91.017998,32.360226,0
1988-07-04,90.467003,90.467003,90.467003,90.467003,32.164330,0
1988-07-05,90.467003,90.467003,90.467003,90.467003,32.164330,0
1988-07-06,90.834000,90.834000,90.834000,90.834000,32.294804,0
1988-07-07,91.017998,91.017998,91.017998,91.017998,32.360226,0
1988-07-08,89.917000,89.917000,89.917000,89.917000,31.968781,0
1988-07-11,90.834000,90.834000,90.834000,90.834000,32.294804,0
1988-07-12,89.550003,89.550003,89.550003,89.550003,31.838297,0
1988-07-13,90.283997,90.283997,90.283997,90.283997,32.099266,0
1988-07-14,89.824997,89.824997,89.824997,89.824997,31.936069,0
1988-07-15,89.733002,89.733002,89.733002,89.733002,31.903368,0
1988-07-18,89.733002,89.733002,89.733002,89.733002,31.903368,0
1988-07-19,89.365997,89.365997,89.365997,89.365997,31.772877,0
1988-07-20,89.365997,89.365997,89.365997,89.365997,31.772877,0
1988-07-21,89.365997,89.365997,89.365997,89.365997,31.772877,0
1988-07-22,89.550003,89.550003,89.550003,89.550003,31.838297,0
1988-07-25,88.264999,88.264999,88.264999,88.264999,31.381433,0
1988-07-26,88.082001,88.082001,88.082001,88.082001,31.316368,0
1988-07-27,86.981003,86.981003,86.981003,86.981003,30.924929,0
1988-07-28,91.568001,91.568001,91.568001,91.568001,32.555759,0
1988-07-29,91.751999,91.751999,91.751999,91.751999,32.621189,0
1988-08-01,91.751999,91.751999,91.751999,91.751999,32.621189,0
1988-08-02,91.200996,91.200996,91.200996,91.200996,32.425289,0
1988-08-03,91.751999,91.751999,91.751999,91.751999,32.621189,0
1988-08-04,93.036003,93.036003,93.036003,93.036003,33.077698,0
1988-08-05,93.220001,93.220001,93.220001,93.220001,33.143112,0
1988-08-08,93.220001,93.220001,93.220001,93.220001,33.143112,0
1988-08-09,92.486000,92.486000,92.486000,92.486000,32.882145,0
1988-08-10,95.055000,95.055000,95.055000,95.055000,33.795525,0
1988-08-11,93.769997,93.769997,93.769997,93.769997,33.338669,0
1988-08-12,92.302002,92.302002,92.302002,92.302002,32.816727,0
1988-08-15,91.017998,91.017998,91.017998,91.017998,32.360226,0
1988-08-16,90.283997,90.283997,90.283997,90.283997,32.099266,0
1988-08-17,93.036003,93.036003,93.036003,93.036003,33.077698,0
1988-08-18,93.403000,93.403000,93.403000,93.403000,33.208176,0
1988-08-19,95.421997,95.421997,95.421997,95.421997,33.926010,0
1988-08-22,95.055000,95.055000,95.055000,95.055000,33.795525,0
1988-08-23,93.769997,93.769997,93.769997,93.769997,33.338669,0
1988-08-24,94.688004,94.688004,94.688004,94.688004,33.665039,0
1988-08-25,93.220001,93.220001,93.220001,93.220001,33.143112,0
1988-08-26,91.385002,91.385002,91.385002,91.385002,32.490707,0
1988-08-29,91.385002,91.385002,91.385002,91.385002,32.490707,0
1988-08-30,91.385002,91.385002,91.385002,91.385002,32.490707,0
1988-08-31,92.119003,92.119003,92.119003,92.119003,32.751663,0
